ID,Gender,Age,Education,Profession,Kids,Consumption,Main Arg,Args,Explanation,Other Arg
P52,Male,18-25,University Degree,Student,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A91 That depends on the way of preparation. A lot of meat eaters rather miss the texture than the ""taste"" of meat. This can be handled by using mock meat that imitate the texture. Every larger supermarket nowadays has a big section with vegetarian options.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A93 The taste of meat depends on the way you prepare it. Preparing meat without any seasoning will not taste good. If it is the -texture- you are after, then there are many meat substitute that can satisfy that.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",Because I am interested in being healthy and making the world a better place. ,NAN
P53,Male,18-25,High School,Manual Worker,0,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.","Being young with high blood pressure currently frightens me, plus slaughter house farms cause mass CO2 emissions, further enhibiting global warming.",NAN
P54,Female,45-54,University Degree,Other,1,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",health reasons,NAN
P55,Male,25-34,University Degree,Professional,2,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",Better health and environment for me and my family,NAN
P56,Female,35-44,High School,Other,3+,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.",I am not aware that meat has an adverse effect on health if eaten in moderation so the only thing that would stop me eating meat would be an extreme impact on the environment,NAN
P57,Female,35-44,University Degree,Non working,2,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.",I worry about the environmental impact of eating meat. Also we eat alot of meat and i worry about the health implications ,NAN
P58,Female,18-25,University Degree,Student,0,Several times per day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",Because they would improve my health and the health of the environment ,NAN
P59,Male,18-25,High School,Student,0,Several times per day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",They affect the environment which I care about since it is God's world. Health issues are important because I don't want to die a miserable death,NAN
P60,Female,18-25,University Degree,Student,0,Several times per day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A91 That depends on the way of preparation. A lot of meat eaters rather miss the texture than the ""taste"" of meat. This can be handled by using mock meat that imitate the texture. Every larger supermarket nowadays has a big section with vegetarian options.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A93 The taste of meat depends on the way you prepare it. Preparing meat without any seasoning will not taste good. If it is the -texture- you are after, then there are many meat substitute that can satisfy that.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",Are health and environment based which appeal to me,NAN
P61,Male,25-34,University Degree,Professional,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",I am health conscious so health related arguments tend to speak to me. I also care about animal welfare,NAN
P62,Female,25-34,High School,Manual Worker,2,5-6 times per week,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",Those are things I don’t usually think about when eating meat but maybe I should start to,NAN
P63,Male,18-25,University Degree,Student,0,Once a day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.","My biggest concern with meat-eating is the environmental impact it has as I believe climate change is one of the most important issues facing the world. However, I have been unsatisfied with meat substitutes in the past and am not very concerned with the health issues.",NAN
P64,Female,25-34,University Degree,Professional,1,Several times per day,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.","I think we have a duty to protect the environment, I don't think animals raised for food should suffer, I'd rather be told about health benefits than 'scare tactics' about how bad for you meat is",NAN
P65,Female,35-44,University Degree,Manual Worker,0,5-6 times per week,Taste,"A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",I was attracted to eating healthy,NAN
P66,Male,18-25,University Degree,Non working,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.","I care about the environment and have been vegetarian in the past. I also try not to eat very much meat, especially red meat.",NAN
P67,Male,18-25,High School,Student,0,Once a day,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",Because I don't like getting heart disease or cancer,NAN
P68,Female,35-44,High School,Manual Worker,2,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A93 The taste of meat depends on the way you prepare it. Preparing meat without any seasoning will not taste good. If it is the -texture- you are after, then there are many meat substitute that can satisfy that.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",i eat meat because I enjoy it but I feel guity,NAN
P69,Male,18-25,University Degree,Professional,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.",i think it is important to sustain the environment.,NAN
P70,Female,45-54,University Degree,Professional,2,Once a day,Taste,"A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",They are alternatives I hadn’t considered ,NAN
P71,Male,18-25,Trade School,Manual Worker,0,3-4 times per week,Taste,"A171  Meat is unhealthy because please tick this box as this is a concentration test.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",not sure just do,NAN
P72,Female,25-34,University Degree,Professional,0,Once a day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A93 The taste of meat depends on the way you prepare it. Preparing meat without any seasoning will not taste good. If it is the -texture- you are after, then there are many meat substitute that can satisfy that.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.","Because I really care about my health and about the environment and, as a student and now as a scientist, I do understand the issues and problems associated with the consumption of meat.",NAN
P73,Female,25-34,University Degree,Other,2,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","As a mother with two small children, my health is important to me. The counter argument that cutting down on meat will improve my health appeals to the mother in me that wants to be around as long as possible for my kids. I also know how important preserving our planet is for future generations and so I think those arguments appealed to me as a mother too.",NAN
P74,Male,35-44,Trade School,Professional,0,1-2 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A93 The taste of meat depends on the way you prepare it. Preparing meat without any seasoning will not taste good. If it is the -texture- you are after, then there are many meat substitute that can satisfy that.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",There are healthy alternatives to meat and I care about the environment and animals too. ,NAN
P75,Male,18-25,University Degree,Student,0,Several times per day,Taste,"A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",The main counterarguments I agree with are the amount of natural resources it takes to sustain the meat industry whereas if people ate more plants that resource is much more robust on earth and easier to recycle/replenish with time. But the arguments about the health implications of eating too much meat I don't really agree with. ,NAN
P76,Female,18-25,University Degree,Professional,0,3-4 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",They all have a basis in scientific fact rather than personal opinion. ,NAN
P77,Male,18-25,Other,Non working,0,3-4 times per week,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",Mainly as they are environmental issues due to deforestation etc.,NAN
P78,Male,35-44,University Degree,Professional,1,Several times per day,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","Health reasons are a general concern for excessive meat eating as ive had family have heart problems and advised to cut back on red meat. One counter argument I didn't see listed was how poorly animals are treated prior to being processed, which is a very compelling argument. ",NAN
P79,Female,55+,High School,Non working,2,3-4 times per week,Taste,"A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",I am concerned about the environmental impact but I do like meat. We could reduce food items such as burger and convenience meats and use smaller farms and less destructive techniques for farming animals. It's not a problem if meat is more expensive.,NAN
P80,Female,25-34,High School,Non working,0,Once a day,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","Even though I do enjoy eating meat, I do agree that there are a lot of health issues that come from eating meat, especially red meat. Going vegan or vegetarian could be healthier.  ",NAN
P81,Female,55+,High School,Non working,1,1-2 times per week,Taste,"A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A91 That depends on the way of preparation. A lot of meat eaters rather miss the texture than the ""taste"" of meat. This can be handled by using mock meat that imitate the texture. Every larger supermarket nowadays has a big section with vegetarian options.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",Some of the arguments imply meat in moderation is healthy so is vegetarian imitation meat which I agree with. One argument says excessive meat eating is unhealthy which I agree with.,NAN
